t,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,ral
21:25:40:751,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.436,0.284,-0.507,191.52,-0.400000
21:25:40:752,-0.001,-0.024,0.984,0.001,-0.002,-0.001,-0.430,0.281,-0.509,192.19,0.670000
21:25:40:752,-0.001,-0.022,0.979,0.001,-0.002,-0.001,-0.428,0.282,-0.504,191.83,-0.360000
21:25:40:753,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.279,-0.503,191.55,-0.280000
21:25:40:754,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.432,0.282,-0.507,192.37,0.820000
21:25:40:754,-0.000,-0.022,0.979,0.001,-0.001,-0.001,-0.434,0.278,-0.511,191.86,-0.510000
21:25:40:755,-0.002,-0.024,0.987,0.001,-0.002,-0.001,-0.435,0.285,-0.510,191.75,-0.110000
21:25:40:756,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.285,-0.510,191.41,-0.340000
21:25:40:756,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.435,0.287,-0.513,191.91,0.500000
21:25:40:757,-0.002,-0.023,0.980,0.001,-0.001,-0.001,-0.433,0.283,-0.509,192.26,0.350000
21:25:40:758,-0.001,-0.024,0.982,0.001,-0.001,-0.001,-0.434,0.285,-0.509,191.65,-0.610000
21:25:40:758,-0.001,-0.022,0.978,0.001,-0.002,-0.001,-0.432,0.283,-0.507,192.35,0.700000
21:25:40:759,-0.001,-0.023,0.979,0.001,-0.001,-0.001,-0.435,0.286,-0.509,191.93,-0.420000
21:25:40:760,-0.002,-0.023,0.972,0.000,-0.001,-0.001,-0.435,0.286,-0.502,191.86,-0.070000
21:25:40:761,-0.001,-0.024,0.993,0.000,-0.001,-0.001,-0.435,0.286,-0.502,191.44,-0.420000
21:25:40:761,-0.000,-0.023,0.979,0.001,-0.002,-0.001,-0.430,0.285,-0.501,191.88,0.440000
21:25:40:762,-0.002,-0.022,0.982,0.001,-0.001,-0.001,-0.434,0.281,-0.502,191.92,0.040000
21:25:40:763,-0.001,-0.023,0.983,0.001,-0.002,-0.001,-0.433,0.285,-0.501,191.92,0.000000
21:25:40:763,-0.002,-0.022,0.980,0.001,-0.002,-0.001,-0.435,0.282,-0.500,191.50,-0.420000
21:25:40:764,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.433,0.280,-0.507,191.87,0.370000
21:25:40:765,-0.001,-0.023,0.979,0.001,-0.002,-0.001,-0.439,0.277,-0.506,191.75,-0.120000
21:25:40:765,-0.000,-0.023,0.980,0.001,-0.002,-0.001,-0.439,0.277,-0.506,191.80,0.050000
21:25:40:766,0.000,-0.022,0.982,0.001,-0.001,-0.001,-0.435,0.283,-0.506,191.72,-0.080000
21:25:40:767,-0.001,-0.023,0.981,0.000,-0.001,-0.001,-0.434,0.283,-0.504,192.27,0.550000
21:25:40:767,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.438,0.287,-0.501,192.26,-0.010000
21:25:40:768,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.285,-0.505,191.94,-0.320000
21:25:40:769,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.436,0.284,-0.505,192.28,0.340000
21:25:40:769,-0.001,-0.024,0.981,0.001,-0.002,-0.001,-0.431,0.283,-0.508,191.80,-0.480000
21:25:40:770,-0.002,-0.023,0.980,0.001,-0.001,-0.001,-0.431,0.283,-0.508,191.75,-0.050000
21:25:40:771,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.281,-0.508,192.45,0.700000
21:25:40:771,-0.002,-0.023,0.981,0.000,-0.002,-0.001,-0.435,0.285,-0.509,192.02,-0.430000
21:25:40:772,-0.001,-0.021,0.980,0.001,-0.002,-0.001,-0.434,0.283,-0.506,191.90,-0.120000
21:25:40:772,-0.001,-0.023,0.979,0.001,-0.002,-0.001,-0.432,0.277,-0.504,191.35,-0.550000
21:25:40:773,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.434,0.279,-0.505,192.11,0.760000
21:25:40:774,-0.001,-0.021,0.982,0.001,-0.001,-0.001,-0.433,0.283,-0.506,191.73,-0.380000
21:25:40:774,-0.002,-0.023,0.981,0.000,-0.001,-0.001,-0.433,0.283,-0.506,192.09,0.360000
21:25:40:775,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.432,0.282,-0.503,191.95,-0.140000
21:25:40:776,-0.001,-0.021,0.981,0.001,-0.001,-0.001,-0.437,0.283,-0.505,192.21,0.260000
21:25:40:776,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.282,-0.504,191.35,-0.860000
21:25:40:777,-0.002,-0.023,0.980,0.001,-0.002,-0.000,-0.431,0.278,-0.509,191.79,0.440000
21:25:40:778,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.434,0.281,-0.502,191.95,0.160000
21:25:40:778,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.432,0.283,-0.505,192.36,0.410000
21:25:40:779,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.432,0.283,-0.507,192.06,-0.300000
21:25:40:780,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.430,0.284,-0.507,192.06,0.000000
21:25:40:781,-0.002,-0.022,0.982,0.000,-0.001,-0.001,-0.431,0.282,-0.508,191.61,-0.450000
21:25:40:781,-0.001,-0.023,0.980,0.000,-0.002,-0.001,-0.429,0.280,-0.509,191.60,-0.010000
21:25:40:782,-0.001,-0.024,0.979,0.001,-0.002,-0.001,-0.430,0.277,-0.511,192.19,0.590000
21:25:40:783,-0.000,-0.023,0.979,0.000,-0.002,-0.001,-0.434,0.278,-0.508,191.71,-0.480000
21:25:40:783,-0.001,-0.023,0.981,0.000,-0.002,-0.001,-0.428,0.281,-0.507,192.02,0.310000
21:25:40:784,-0.001,-0.024,0.981,0.000,-0.001,-0.001,-0.428,0.281,-0.511,191.66,-0.360000
21:25:40:785,-0.001,-0.023,0.981,0.000,-0.002,-0.001,-0.432,0.281,-0.511,191.17,-0.490000
21:25:40:785,-0.002,-0.024,0.983,0.000,-0.002,-0.001,-0.431,0.284,-0.508,191.86,0.690000
21:25:40:786,-0.001,-0.022,0.982,0.001,-0.001,-0.001,-0.436,0.283,-0.505,191.80,-0.060000
21:25:40:787,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.283,-0.509,191.56,-0.240000
21:25:40:787,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.433,0.282,-0.502,192.14,0.580000
21:25:40:788,0.000,-0.023,0.982,0.000,-0.002,-0.001,-0.433,0.290,-0.501,191.73,-0.410000
21:25:40:789,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.286,-0.508,191.29,-0.440000
21:25:40:789,-0.000,-0.022,0.981,0.000,-0.002,-0.001,-0.432,0.286,-0.508,191.84,0.550000
21:25:40:790,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.434,0.286,-0.501,191.71,-0.130000
21:25:40:791,-0.000,-0.023,0.981,0.001,-0.002,-0.001,-0.433,0.286,-0.511,191.86,0.150000
21:25:40:791,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.428,0.283,-0.516,192.15,0.290000
21:25:40:792,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.430,0.283,-0.516,191.56,-0.590000
21:25:40:793,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.288,-0.511,191.83,0.270000
21:25:40:793,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.436,0.284,-0.514,192.27,0.440000
21:25:40:794,-0.002,-0.024,0.981,0.000,-0.001,-0.001,-0.436,0.284,-0.514,191.78,-0.490000
21:25:40:795,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.280,-0.508,191.60,-0.180000
21:25:40:795,-0.002,-0.023,0.981,0.000,-0.001,-0.001,-0.433,0.281,-0.505,192.03,0.430000
21:25:40:796,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.426,0.281,-0.499,192.03,0.000000
21:25:40:797,-0.000,-0.022,0.981,0.000,-0.002,-0.001,-0.431,0.286,-0.507,192.24,0.210000
21:25:40:797,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.436,0.285,-0.510,192.15,-0.090000
21:25:40:798,-0.001,-0.023,0.981,0.001,-0.001,-0.000,-0.437,0.286,-0.504,191.48,-0.670000
21:25:40:799,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.437,0.286,-0.504,191.72,0.240000
21:25:40:799,0.000,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.288,-0.508,191.95,0.230000
21:25:40:800,-0.002,-0.024,0.980,0.001,-0.002,-0.001,-0.430,0.286,-0.509,192.10,0.150000
21:25:40:801,-0.002,-0.023,0.982,0.000,-0.002,-0.001,-0.430,0.281,-0.513,191.49,-0.610000
21:25:40:801,-0.001,-0.024,0.982,0.001,-0.002,-0.001,-0.430,0.286,-0.508,191.84,0.350000
21:25:40:802,-0.000,-0.023,0.981,0.000,-0.002,-0.001,-0.433,0.288,-0.511,191.80,-0.040000
21:25:40:803,-0.000,-0.023,0.981,0.001,-0.001,-0.001,-0.430,0.288,-0.515,192.05,0.250000
21:25:40:804,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.430,0.288,-0.515,191.64,-0.410000
21:25:40:804,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.283,-0.510,192.05,0.410000
21:25:40:805,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.429,0.282,-0.512,191.97,-0.080000
21:25:40:806,-0.002,-0.024,0.980,0.000,-0.002,-0.001,-0.432,0.277,-0.513,191.65,-0.320000
21:25:40:806,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.281,-0.504,192.22,0.570000
21:25:40:807,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.280,-0.510,191.99,-0.230000
21:25:40:808,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.282,-0.506,191.76,-0.230000
21:25:40:808,0.000,-0.021,0.981,0.001,-0.002,-0.001,-0.435,0.282,-0.506,192.27,0.510000
21:25:40:809,-0.000,-0.023,0.981,0.000,-0.002,-0.001,-0.432,0.280,-0.513,192.59,0.320000
21:25:40:810,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.433,0.280,-0.510,191.83,-0.760000
21:25:40:810,-0.002,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.278,-0.514,192.21,0.380000
21:25:40:811,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.278,-0.510,192.18,-0.030000
21:25:40:812,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.426,0.284,-0.517,192.07,-0.110000
21:25:40:812,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.428,0.282,-0.510,191.88,-0.190000
21:25:40:813,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.428,0.282,-0.510,191.56,-0.320000
21:25:40:814,-0.000,-0.022,0.981,0.000,-0.002,-0.001,-0.433,0.281,-0.508,192.45,0.890000
21:25:40:814,-0.001,-0.023,0.981,0.000,-0.001,-0.001,-0.430,0.281,-0.512,191.83,-0.620000
21:25:40:815,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.433,0.281,-0.515,191.59,-0.240000
21:25:40:816,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.282,-0.516,191.29,-0.300000
21:25:40:816,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.432,0.281,-0.510,191.92,0.630000
21:25:40:817,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.434,0.279,-0.503,192.40,0.480000
21:25:40:818,-0.002,-0.023,0.981,0.000,-0.002,-0.000,-0.434,0.279,-0.503,190.98,-1.420000
21:25:40:818,0.000,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.283,-0.512,191.66,0.680000
21:25:40:819,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.430,0.284,-0.509,191.62,-0.040000
21:25:40:820,-0.002,-0.024,0.982,0.000,-0.002,-0.001,-0.431,0.283,-0.507,191.29,-0.330000
21:25:40:820,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.433,0.283,-0.511,192.15,0.860000
21:25:40:821,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.432,0.286,-0.516,192.40,0.250000
21:25:40:822,0.000,-0.023,0.980,0.000,-0.001,-0.001,-0.433,0.286,-0.515,191.83,-0.570000
21:25:40:823,-0.001,-0.022,0.981,0.000,-0.002,-0.001,-0.433,0.286,-0.512,192.18,0.350000
21:25:40:823,-0.000,-0.022,0.982,0.001,-0.002,-0.001,-0.432,0.283,-0.512,192.18,0.000000
21:25:40:824,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.432,0.286,-0.509,191.34,-0.840000
21:25:40:825,-0.002,-0.024,0.981,0.001,-0.002,-0.001,-0.433,0.281,-0.514,192.24,0.900000
21:25:40:825,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.434,0.278,-0.517,191.20,-1.040000
21:25:40:826,-0.003,-0.023,0.982,0.000,-0.002,-0.001,-0.431,0.283,-0.508,191.45,0.250000
21:25:40:827,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.281,-0.512,191.48,0.030000
21:25:40:827,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.279,-0.514,192.37,0.890000
21:25:40:828,-0.000,-0.023,0.981,0.001,-0.001,-0.001,-0.429,0.279,-0.514,191.41,-0.960000
21:25:40:829,-0.000,-0.022,0.980,0.001,-0.002,-0.001,-0.431,0.285,-0.517,191.03,-0.380000
21:25:40:829,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.431,0.280,-0.511,192.30,1.270000
21:25:40:830,-0.001,-0.024,0.984,0.000,-0.001,-0.001,-0.434,0.284,-0.515,191.45,-0.850000
21:25:40:831,-0.002,-0.023,0.976,0.000,-0.001,-0.001,-0.430,0.284,-0.512,191.87,0.420000
21:25:40:831,-0.002,-0.024,0.986,0.000,-0.001,-0.001,-0.434,0.282,-0.512,191.38,-0.490000
21:25:40:832,-0.000,-0.022,0.980,0.001,-0.002,-0.001,-0.433,0.287,-0.519,191.80,0.420000
21:25:40:833,-0.000,-0.023,0.981,0.001,-0.001,-0.001,-0.433,0.287,-0.519,191.56,-0.240000
21:25:40:833,-0.002,-0.023,0.979,0.000,-0.002,-0.001,-0.433,0.286,-0.519,192.05,0.490000
21:25:40:834,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.285,-0.509,191.77,-0.280000
21:25:40:835,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.431,0.284,-0.513,191.31,-0.460000
21:25:40:835,-0.001,-0.023,0.981,0.000,-0.002,-0.001,-0.432,0.283,-0.509,191.66,0.350000
21:25:40:836,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.431,0.286,-0.517,191.64,-0.020000
21:25:40:837,-0.003,-0.024,0.985,0.001,-0.002,-0.001,-0.437,0.282,-0.519,191.76,0.120000
21:25:40:837,-0.001,-0.022,0.979,0.000,-0.002,-0.001,-0.437,0.282,-0.519,191.55,-0.210000
21:25:40:838,-0.001,-0.023,0.981,0.000,-0.002,-0.001,-0.429,0.283,-0.512,191.63,0.080000
21:25:40:839,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.432,0.284,-0.515,192.03,0.400000
21:25:40:839,-0.001,-0.024,0.982,0.001,-0.002,-0.001,-0.432,0.281,-0.514,191.58,-0.450000
21:25:40:840,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.430,0.287,-0.515,191.63,0.050000
21:25:40:841,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.433,0.287,-0.514,191.48,-0.150000
21:25:40:842,-0.001,-0.022,0.978,0.001,-0.002,-0.001,-0.428,0.284,-0.512,191.60,0.120000
21:25:40:842,-0.002,-0.022,0.974,0.000,-0.001,-0.001,-0.428,0.284,-0.512,191.69,0.090000
21:25:40:843,-0.001,-0.024,0.992,0.000,-0.001,-0.001,-0.429,0.280,-0.507,191.67,-0.020000
21:25:40:844,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.281,-0.511,191.81,0.140000
21:25:40:844,-0.002,-0.023,0.976,0.001,-0.002,-0.001,-0.433,0.283,-0.515,191.73,-0.080000
21:25:40:845,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.431,0.286,-0.515,192.08,0.350000
21:25:40:846,-0.001,-0.022,0.979,0.001,-0.002,-0.001,-0.430,0.284,-0.503,192.34,0.260000
21:25:40:846,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.279,-0.508,192.56,0.220000
21:25:40:847,-0.001,-0.024,0.983,0.001,-0.002,-0.001,-0.430,0.279,-0.508,192.29,-0.270000
21:25:40:848,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.428,0.279,-0.513,191.82,-0.470000
21:25:40:848,-0.001,-0.023,0.978,0.001,-0.002,-0.001,-0.426,0.283,-0.511,191.87,0.050000
21:25:40:849,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.430,0.282,-0.510,191.44,-0.430000
21:25:40:850,-0.002,-0.024,0.981,0.000,-0.001,-0.001,-0.432,0.285,-0.507,191.38,-0.060000
21:25:40:850,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.429,0.285,-0.508,191.92,0.540000
21:25:40:851,-0.001,-0.024,0.981,0.001,-0.002,-0.001,-0.429,0.285,-0.509,191.52,-0.400000
21:25:40:852,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.429,0.285,-0.509,192.00,0.480000
21:25:40:853,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.431,0.283,-0.504,191.76,-0.240000
21:25:40:853,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.283,-0.502,191.71,-0.050000
21:25:40:854,-0.001,-0.024,0.983,0.001,-0.001,-0.001,-0.434,0.280,-0.505,191.67,-0.040000
21:25:40:855,-0.000,-0.023,0.982,0.001,-0.001,-0.001,-0.433,0.281,-0.509,192.13,0.460000
21:25:40:855,-0.001,-0.024,0.980,0.001,-0.002,-0.001,-0.435,0.281,-0.514,191.91,-0.220000
21:25:40:856,-0.002,-0.023,0.980,0.000,-0.002,-0.001,-0.433,0.281,-0.510,192.17,0.260000
21:25:40:857,-0.000,-0.023,0.980,0.001,-0.002,-0.001,-0.433,0.281,-0.510,192.15,-0.020000
21:25:40:857,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.276,-0.510,191.93,-0.220000
21:25:40:858,-0.001,-0.024,0.980,0.001,-0.002,-0.001,-0.430,0.281,-0.509,191.93,0.000000
21:25:40:859,-0.002,-0.024,0.981,0.001,-0.001,-0.001,-0.436,0.279,-0.510,191.67,-0.260000
21:25:40:859,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.280,-0.514,191.58,-0.090000
21:25:40:860,-0.001,-0.024,0.982,0.000,-0.002,-0.001,-0.436,0.284,-0.519,191.69,0.110000
21:25:40:861,0.000,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.282,-0.520,192.20,0.510000
21:25:40:861,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.282,-0.520,192.16,-0.040000
21:25:40:862,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.431,0.279,-0.508,192.14,-0.020000
21:25:40:863,-0.003,-0.022,0.980,0.001,-0.001,-0.001,-0.431,0.284,-0.507,191.95,-0.190000
21:25:40:863,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.440,0.284,-0.510,191.90,-0.050000
21:25:40:864,-0.001,-0.024,0.982,0.001,-0.001,-0.001,-0.434,0.282,-0.510,192.25,0.350000
21:25:40:865,-0.002,-0.023,0.981,0.001,-0.002,-0.000,-0.432,0.284,-0.501,191.70,-0.550000
21:25:40:865,-0.001,-0.022,0.982,0.001,-0.001,-0.001,-0.430,0.284,-0.507,191.72,0.020000
21:25:40:866,-0.001,-0.024,0.980,0.001,-0.002,-0.001,-0.430,0.284,-0.505,191.52,-0.200000
21:25:40:867,-0.001,-0.024,0.981,0.001,-0.002,-0.001,-0.431,0.284,-0.505,191.49,-0.030000
21:25:40:867,-0.002,-0.022,0.980,0.001,-0.002,-0.001,-0.431,0.285,-0.504,191.60,0.110000
21:25:40:868,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.429,0.283,-0.508,191.60,0.000000
21:25:40:869,-0.001,-0.023,0.981,0.000,-0.002,-0.001,-0.433,0.284,-0.508,191.20,-0.400000
21:25:40:869,-0.001,-0.022,0.982,0.000,-0.002,-0.001,-0.434,0.284,-0.515,191.87,0.670000
21:25:40:870,-0.001,-0.022,0.981,0.000,-0.002,-0.001,-0.433,0.285,-0.515,191.43,-0.440000
21:25:40:871,-0.001,-0.023,0.981,0.000,-0.002,-0.001,-0.430,0.281,-0.511,192.09,0.660000
21:25:40:871,-0.001,-0.023,0.982,0.000,-0.002,-0.001,-0.430,0.281,-0.511,191.45,-0.640000
21:25:40:872,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.433,0.282,-0.508,191.67,0.220000
21:25:40:873,-0.000,-0.022,0.981,0.001,-0.002,-0.001,-0.433,0.286,-0.508,192.12,0.450000
21:25:40:874,-0.002,-0.024,0.981,0.000,-0.002,-0.001,-0.432,0.289,-0.513,192.13,0.010000
21:25:40:874,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.429,0.286,-0.510,191.67,-0.460000
21:25:40:875,-0.002,-0.022,0.980,0.001,-0.002,-0.001,-0.428,0.283,-0.511,191.48,-0.190000
21:25:40:876,-0.002,-0.022,0.980,0.000,-0.001,-0.001,-0.424,0.284,-0.510,191.70,0.220000
21:25:40:876,-0.002,-0.024,0.982,0.001,-0.001,-0.001,-0.424,0.284,-0.510,191.63,-0.070000
21:25:40:877,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.428,0.283,-0.512,191.29,-0.340000
21:25:40:878,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.434,0.288,-0.511,191.71,0.420000
21:25:40:878,-0.002,-0.023,0.980,0.001,-0.001,-0.001,-0.427,0.283,-0.512,191.59,-0.120000
21:25:40:879,-0.002,-0.024,0.981,0.000,-0.002,-0.001,-0.427,0.285,-0.509,191.58,-0.010000
21:25:40:880,-0.001,-0.024,0.982,0.001,-0.001,-0.001,-0.433,0.283,-0.511,192.03,0.450000
21:25:40:880,-0.000,-0.022,0.982,0.001,-0.002,-0.000,-0.434,0.280,-0.517,191.26,-0.770000
21:25:40:881,-0.001,-0.024,0.981,0.001,-0.002,-0.001,-0.434,0.280,-0.517,191.39,0.130000
21:25:40:882,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.280,-0.507,191.98,0.590000
21:25:40:882,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.280,-0.506,191.35,-0.630000
21:25:40:883,-0.000,-0.022,0.981,0.001,-0.001,-0.001,-0.427,0.283,-0.512,191.74,0.390000
21:25:40:884,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.288,-0.503,192.27,0.530000
21:25:40:884,-0.002,-0.023,0.981,0.000,-0.002,-0.001,-0.431,0.286,-0.504,191.18,-1.090000
21:25:40:885,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.428,0.284,-0.505,191.99,0.810000
21:25:40:886,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.428,0.284,-0.505,192.47,0.480000
21:25:40:886,-0.002,-0.023,0.979,0.001,-0.001,-0.001,-0.428,0.284,-0.506,191.49,-0.980000
21:25:40:887,-0.001,-0.024,0.980,0.001,-0.002,-0.000,-0.428,0.279,-0.502,191.14,-0.350000
21:25:40:888,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.279,-0.504,191.89,0.750000
21:25:40:888,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.285,-0.508,191.69,-0.200000
21:25:40:889,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.285,-0.508,192.02,0.330000
21:25:40:890,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.427,0.279,-0.505,191.69,-0.330000
21:25:40:891,-0.001,-0.024,0.981,0.001,-0.002,-0.001,-0.427,0.279,-0.505,191.81,0.120000
21:25:40:891,-0.003,-0.023,0.980,0.001,-0.002,-0.000,-0.426,0.280,-0.509,192.01,0.200000
21:25:40:892,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.430,0.276,-0.508,192.04,0.030000
21:25:40:893,-0.001,-0.023,0.980,0.000,-0.002,-0.001,-0.428,0.282,-0.507,191.87,-0.170000
21:25:40:893,-0.001,-0.022,0.981,0.000,-0.002,-0.001,-0.428,0.284,-0.512,191.99,0.120000
21:25:40:894,-0.002,-0.023,0.979,0.001,-0.002,-0.001,-0.430,0.282,-0.508,191.64,-0.350000
21:25:40:895,-0.002,-0.023,0.981,0.001,-0.002,-0.000,-0.429,0.280,-0.507,191.98,0.340000
21:25:40:895,-0.002,-0.024,0.983,0.001,-0.002,-0.001,-0.429,0.280,-0.507,192.57,0.590000
21:25:40:896,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.428,0.283,-0.508,191.47,-1.100000
21:25:40:897,-0.002,-0.023,0.980,0.001,-0.001,-0.001,-0.426,0.280,-0.506,191.49,0.020000
21:25:40:897,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.280,-0.506,191.89,0.400000
21:25:40:898,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.279,-0.500,192.06,0.170000
21:25:40:899,-0.001,-0.024,0.984,0.001,-0.002,-0.001,-0.430,0.276,-0.501,192.07,0.010000
21:25:40:899,-0.000,-0.023,0.975,0.001,-0.002,-0.001,-0.427,0.282,-0.504,191.81,-0.260000
21:25:40:900,-0.002,-0.023,0.986,0.000,-0.001,-0.001,-0.427,0.282,-0.504,191.86,0.050000
21:25:40:901,-0.002,-0.022,0.979,0.001,-0.002,-0.001,-0.432,0.284,-0.504,191.51,-0.350000
21:25:40:901,-0.003,-0.023,0.980,0.000,-0.001,-0.001,-0.430,0.283,-0.499,191.59,0.080000
21:25:40:902,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.428,0.282,-0.504,192.52,0.930000
21:25:40:903,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.278,-0.509,191.98,-0.540000
21:25:40:904,-0.002,-0.022,0.982,0.001,-0.001,-0.001,-0.429,0.282,-0.506,191.83,-0.150000
21:25:40:904,-0.001,-0.022,0.979,0.001,-0.002,-0.001,-0.431,0.276,-0.503,191.92,0.090000
21:25:40:905,-0.002,-0.025,0.984,0.000,-0.001,-0.001,-0.431,0.276,-0.501,191.93,0.010000
21:25:40:906,-0.002,-0.023,0.978,0.001,-0.002,-0.001,-0.430,0.281,-0.501,191.49,-0.440000
21:25:40:906,-0.003,-0.024,0.978,0.001,-0.002,-0.001,-0.429,0.280,-0.513,192.21,0.720000
21:25:40:907,-0.001,-0.023,0.984,0.001,-0.002,-0.001,-0.430,0.278,-0.513,192.33,0.120000
21:25:40:908,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.279,-0.513,191.75,-0.580000
21:25:40:908,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.435,0.280,-0.507,191.21,-0.540000
21:25:40:909,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.431,0.283,-0.511,191.77,0.560000
