t,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,ral
21:47:45:771,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.429,0.278,-0.514,191.38,-0.540000
21:47:45:772,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.274,-0.513,192.24,0.860000
21:47:45:773,-0.001,-0.022,0.980,0.001,-0.001,-0.001,-0.425,0.276,-0.510,191.74,-0.500000
21:47:45:773,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.421,0.279,-0.512,191.65,-0.090000
21:47:45:774,-0.001,-0.024,0.984,0.001,-0.002,-0.001,-0.425,0.281,-0.514,192.12,0.470000
21:47:45:775,-0.003,-0.024,0.984,0.000,-0.002,-0.001,-0.426,0.277,-0.512,191.96,-0.160000
21:47:45:775,-0.003,-0.022,0.983,0.001,-0.002,-0.001,-0.426,0.277,-0.512,191.68,-0.280000
21:47:45:776,-0.002,-0.021,0.980,0.001,-0.001,-0.001,-0.431,0.277,-0.508,191.24,-0.440000
21:47:45:777,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.274,-0.510,191.85,0.610000
21:47:45:777,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.427,0.280,-0.506,191.84,-0.010000
21:47:45:778,-0.003,-0.023,0.982,0.001,-0.001,-0.000,-0.428,0.279,-0.503,191.99,0.150000
21:47:45:779,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.432,0.277,-0.510,192.01,0.020000
21:47:45:779,-0.001,-0.023,0.983,0.001,-0.002,-0.001,-0.428,0.273,-0.504,191.10,-0.910000
21:47:45:780,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.428,0.273,-0.504,192.25,1.150000
21:47:45:781,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.431,0.274,-0.512,191.82,-0.430000
21:47:45:781,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.277,-0.513,191.79,-0.030000
21:47:45:782,-0.004,-0.023,0.981,0.000,-0.001,-0.001,-0.429,0.277,-0.512,191.94,0.150000
21:47:45:783,-0.003,-0.024,0.984,0.000,-0.002,-0.001,-0.427,0.277,-0.511,191.17,-0.770000
21:47:45:783,-0.002,-0.022,0.983,0.001,-0.002,-0.001,-0.426,0.275,-0.512,191.75,0.580000
21:47:45:784,-0.002,-0.023,0.981,0.000,-0.001,-0.001,-0.426,0.280,-0.508,191.61,-0.140000
21:47:45:785,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.426,0.280,-0.508,191.84,0.230000
21:47:45:785,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.425,0.277,-0.506,191.78,-0.060000
21:47:45:786,-0.003,-0.024,0.983,0.001,-0.001,-0.001,-0.425,0.272,-0.509,191.41,-0.370000
21:47:45:787,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.428,0.274,-0.512,192.32,0.910000
21:47:45:787,-0.004,-0.022,0.983,0.001,-0.002,-0.001,-0.430,0.279,-0.508,192.01,-0.310000
21:47:45:788,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.428,0.279,-0.512,192.14,0.130000
21:47:45:789,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.429,0.281,-0.509,192.44,0.300000
21:47:45:789,-0.003,-0.021,0.981,0.001,-0.002,-0.001,-0.429,0.281,-0.509,191.68,-0.760000
21:47:45:790,-0.003,-0.022,0.983,0.001,-0.001,-0.001,-0.425,0.283,-0.511,191.62,-0.060000
21:47:45:791,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.426,0.278,-0.501,192.00,0.380000
21:47:45:791,-0.003,-0.023,0.980,0.000,-0.002,-0.001,-0.428,0.281,-0.510,191.57,-0.430000
21:47:45:792,-0.002,-0.023,0.966,-0.000,-0.001,-0.001,-0.429,0.283,-0.508,191.96,0.390000
21:47:45:793,-0.004,-0.026,1.016,-0.001,-0.001,-0.001,-0.427,0.280,-0.511,191.62,-0.340000
21:47:45:793,-0.005,-0.024,0.993,0.003,-0.002,-0.001,-0.431,0.282,-0.504,191.81,0.190000
21:47:45:794,-0.000,-0.021,0.946,0.004,-0.003,-0.001,-0.431,0.282,-0.504,191.52,-0.290000
21:47:45:795,-0.002,-0.023,0.973,-0.001,-0.001,-0.001,-0.428,0.282,-0.512,191.77,0.250000
21:47:45:796,-0.003,-0.025,0.991,0.002,-0.002,-0.001,-0.428,0.282,-0.523,192.01,0.240000
21:47:45:796,-0.003,-0.022,0.966,0.002,-0.002,-0.001,-0.425,0.285,-0.513,191.20,-0.810000
21:47:45:797,-0.002,-0.023,0.970,0.000,-0.001,-0.001,-0.423,0.284,-0.506,191.74,0.540000
21:47:45:798,-0.004,-0.026,1.000,-0.001,-0.001,-0.000,-0.423,0.280,-0.517,191.69,-0.050000
21:47:45:798,-0.003,-0.025,0.991,0.002,-0.002,-0.001,-0.427,0.280,-0.512,191.41,-0.280000
21:47:45:799,-0.002,-0.023,0.964,0.000,-0.001,-0.001,-0.427,0.280,-0.512,191.99,0.580000
21:47:45:800,-0.003,-0.024,0.992,-0.000,-0.001,-0.001,-0.428,0.275,-0.513,192.13,0.140000
21:47:45:800,-0.003,-0.024,0.991,0.001,-0.002,-0.001,-0.426,0.278,-0.515,192.12,-0.010000
21:47:45:801,-0.001,-0.022,0.971,0.002,-0.002,-0.000,-0.424,0.279,-0.509,191.91,-0.210000
21:47:45:802,-0.002,-0.022,0.972,0.000,-0.002,-0.000,-0.421,0.280,-0.508,191.69,-0.220000
21:47:45:802,-0.004,-0.025,0.991,-0.001,-0.001,-0.001,-0.424,0.281,-0.506,191.89,0.200000
21:47:45:803,-0.004,-0.024,0.990,0.002,-0.002,-0.001,-0.420,0.280,-0.509,192.59,0.700000
21:47:45:804,-0.002,-0.023,0.972,0.001,-0.001,-0.001,-0.420,0.280,-0.509,191.40,-1.190000
21:47:45:804,-0.003,-0.023,0.987,0.000,-0.001,-0.001,-0.427,0.276,-0.505,191.30,-0.100000
21:47:45:805,-0.005,-0.023,0.990,0.001,-0.002,-0.001,-0.428,0.278,-0.511,191.58,0.280000
21:47:45:806,-0.003,-0.024,0.976,0.001,-0.002,-0.001,-0.428,0.279,-0.511,192.44,0.860000
21:47:45:806,-0.002,-0.024,0.974,0.001,-0.002,-0.001,-0.426,0.271,-0.508,192.09,-0.350000
21:47:45:807,-0.002,-0.024,0.990,0.001,-0.002,-0.001,-0.429,0.277,-0.503,192.21,0.120000
21:47:45:808,-0.002,-0.023,0.979,0.001,-0.002,-0.001,-0.431,0.277,-0.512,191.43,-0.780000
21:47:45:808,-0.002,-0.022,0.974,0.001,-0.002,-0.000,-0.431,0.277,-0.511,192.27,0.840000
21:47:45:809,-0.003,-0.024,0.984,0.000,-0.001,-0.001,-0.435,0.279,-0.511,191.79,-0.480000
21:47:45:810,-0.003,-0.024,0.987,0.001,-0.002,-0.001,-0.433,0.282,-0.507,191.34,-0.450000
21:47:45:810,-0.002,-0.024,0.980,0.001,-0.002,-0.001,-0.426,0.283,-0.503,191.96,0.620000
21:47:45:811,-0.002,-0.023,0.983,0.000,-0.001,-0.000,-0.429,0.281,-0.508,192.57,0.610000
21:47:45:812,-0.002,-0.023,0.988,0.001,-0.002,-0.001,-0.427,0.280,-0.510,192.04,-0.530000
21:47:45:812,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.280,-0.508,192.32,0.280000
21:47:45:813,-0.002,-0.023,0.978,0.001,-0.002,-0.001,-0.430,0.280,-0.507,192.05,-0.270000
21:47:45:814,-0.003,-0.023,0.982,0.000,-0.002,-0.001,-0.429,0.280,-0.507,192.23,0.180000
21:47:45:814,-0.001,-0.024,0.977,0.000,-0.001,-0.000,-0.428,0.278,-0.508,191.54,-0.690000
21:47:45:815,-0.002,-0.023,0.976,0.001,-0.002,-0.001,-0.424,0.278,-0.509,192.08,0.540000
21:47:45:816,-0.002,-0.023,0.977,0.000,-0.002,-0.001,-0.427,0.277,-0.509,191.76,-0.320000
21:47:45:816,-0.002,-0.024,0.985,0.000,-0.001,-0.001,-0.423,0.279,-0.506,191.65,-0.110000
21:47:45:817,-0.003,-0.024,0.984,0.001,-0.002,-0.001,-0.424,0.278,-0.512,192.34,0.690000
21:47:45:818,-0.004,-0.024,0.983,0.001,-0.002,-0.001,-0.426,0.282,-0.510,191.86,-0.480000
21:47:45:818,-0.002,-0.023,0.977,0.001,-0.001,-0.001,-0.426,0.282,-0.510,191.65,-0.210000
21:47:45:819,-0.003,-0.024,0.986,0.001,-0.001,-0.001,-0.425,0.279,-0.508,191.63,-0.020000
21:47:45:820,-0.002,-0.023,0.981,0.000,-0.001,-0.001,-0.427,0.282,-0.504,191.25,-0.380000
21:47:45:820,-0.001,-0.024,0.980,0.001,-0.001,-0.001,-0.425,0.280,-0.512,192.36,1.110000
21:47:45:821,-0.003,-0.025,0.981,0.001,-0.001,-0.001,-0.428,0.282,-0.507,191.61,-0.750000
21:47:45:822,-0.003,-0.024,0.986,0.001,-0.002,-0.001,-0.425,0.280,-0.507,191.86,0.250000
21:47:45:822,-0.003,-0.023,0.988,0.000,-0.001,-0.001,-0.427,0.278,-0.507,191.87,0.010000
21:47:45:823,-0.002,-0.023,0.975,0.001,-0.002,-0.001,-0.427,0.278,-0.507,191.29,-0.580000
21:47:45:824,-0.001,-0.024,0.982,0.000,-0.002,-0.001,-0.426,0.278,-0.509,191.78,0.490000
21:47:45:824,-0.003,-0.024,0.987,0.000,-0.002,-0.001,-0.423,0.276,-0.507,191.69,-0.090000
21:47:45:825,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.426,0.275,-0.512,191.89,0.200000
21:47:45:826,-0.004,-0.024,0.981,0.001,-0.002,-0.001,-0.423,0.279,-0.506,192.15,0.260000
21:47:45:826,-0.003,-0.023,0.985,0.001,-0.002,-0.001,-0.429,0.276,-0.511,191.55,-0.600000
21:47:45:827,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.426,0.276,-0.510,192.12,0.570000
21:47:45:828,-0.003,-0.022,0.981,0.001,-0.002,-0.001,-0.426,0.276,-0.510,192.14,0.020000
21:47:45:828,-0.003,-0.024,0.979,0.000,-0.002,-0.001,-0.429,0.275,-0.509,191.94,-0.200000
21:47:45:829,-0.003,-0.024,0.984,0.000,-0.002,-0.001,-0.429,0.275,-0.511,191.49,-0.450000
21:47:45:830,-0.002,-0.023,0.985,0.001,-0.002,-0.001,-0.429,0.276,-0.509,191.55,0.060000
21:47:45:830,-0.002,-0.022,0.977,0.001,-0.001,-0.001,-0.431,0.278,-0.516,191.79,0.240000
21:47:45:831,-0.001,-0.024,0.977,0.000,-0.001,-0.001,-0.426,0.275,-0.512,192.00,0.210000
21:47:45:832,-0.003,-0.025,0.997,0.000,-0.001,-0.000,-0.423,0.271,-0.511,191.61,-0.390000
21:47:45:832,-0.003,-0.023,0.979,0.002,-0.002,-0.001,-0.423,0.271,-0.511,191.90,0.290000
21:47:45:833,-0.003,-0.023,0.977,0.001,-0.002,-0.001,-0.432,0.273,-0.513,192.13,0.230000
21:47:45:834,-0.003,-0.023,0.984,0.001,-0.002,-0.001,-0.426,0.274,-0.506,191.54,-0.590000
21:47:45:834,-0.002,-0.023,0.983,0.001,-0.001,-0.001,-0.424,0.275,-0.512,191.37,-0.170000
21:47:45:835,-0.003,-0.022,0.975,0.001,-0.002,-0.001,-0.426,0.274,-0.507,191.75,0.380000
21:47:45:836,-0.002,-0.022,0.984,0.000,-0.002,-0.001,-0.425,0.271,-0.508,192.03,0.280000
21:47:45:836,-0.003,-0.023,0.984,0.001,-0.001,-0.000,-0.429,0.277,-0.509,191.78,-0.250000
21:47:45:837,-0.003,-0.022,0.982,0.001,-0.002,-0.000,-0.429,0.277,-0.509,191.75,-0.030000
21:47:45:838,-0.003,-0.023,0.985,0.001,-0.002,-0.001,-0.430,0.274,-0.513,192.22,0.470000
21:47:45:838,-0.002,-0.022,0.980,0.001,-0.002,-0.001,-0.429,0.275,-0.513,192.40,0.180000
21:47:45:839,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.428,0.277,-0.507,191.56,-0.840000
21:47:45:840,-0.003,-0.023,0.982,0.001,-0.002,-0.000,-0.433,0.278,-0.511,191.88,0.320000
21:47:45:840,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.426,0.275,-0.511,192.08,0.200000
21:47:45:841,-0.004,-0.024,0.984,0.001,-0.002,-0.001,-0.430,0.272,-0.509,191.55,-0.530000
21:47:45:842,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.272,-0.509,191.60,0.050000
21:47:45:842,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.428,0.273,-0.510,192.28,0.680000
21:47:45:843,-0.002,-0.023,0.983,0.000,-0.001,-0.001,-0.427,0.277,-0.510,192.23,-0.050000
21:47:45:844,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.427,0.274,-0.505,191.93,-0.300000
21:47:45:844,-0.002,-0.024,0.980,0.001,-0.002,-0.001,-0.427,0.273,-0.501,192.59,0.660000
21:47:45:845,-0.003,-0.024,0.982,0.001,-0.001,-0.001,-0.426,0.276,-0.511,191.50,-1.090000
21:47:45:845,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.281,-0.511,192.03,0.530000
21:47:45:846,-0.001,-0.024,0.982,0.001,-0.002,-0.001,-0.427,0.281,-0.511,191.88,-0.150000
21:47:45:847,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.428,0.281,-0.510,192.27,0.390000
21:47:45:847,-0.001,-0.024,0.983,0.001,-0.002,-0.001,-0.423,0.280,-0.510,191.79,-0.480000
21:47:45:848,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.428,0.279,-0.510,192.15,0.360000
21:47:45:848,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.424,0.276,-0.513,191.75,-0.400000
21:47:45:849,-0.001,-0.024,0.978,0.001,-0.002,-0.001,-0.430,0.276,-0.516,191.54,-0.210000
21:47:45:849,-0.002,-0.023,0.978,0.000,-0.002,-0.001,-0.425,0.277,-0.509,191.64,0.100000
21:47:45:850,-0.003,-0.023,0.989,0.000,-0.001,-0.001,-0.425,0.277,-0.506,192.06,0.420000
21:47:45:850,-0.002,-0.024,0.983,0.001,-0.002,-0.001,-0.427,0.277,-0.506,191.82,-0.240000
21:47:45:851,-0.001,-0.022,0.978,0.001,-0.002,-0.001,-0.428,0.279,-0.512,192.29,0.470000
21:47:45:852,-0.002,-0.023,0.986,0.001,-0.002,-0.001,-0.432,0.278,-0.512,191.67,-0.620000
21:47:45:852,-0.002,-0.024,0.983,0.001,-0.002,-0.001,-0.432,0.276,-0.516,192.26,0.590000
21:47:45:853,-0.002,-0.022,0.979,0.001,-0.002,-0.001,-0.425,0.275,-0.506,192.44,0.180000
21:47:45:853,-0.003,-0.025,0.982,0.001,-0.002,-0.001,-0.429,0.276,-0.506,191.54,-0.900000
21:47:45:854,-0.002,-0.023,0.985,0.000,-0.001,-0.001,-0.429,0.276,-0.505,192.28,0.740000
21:47:45:854,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.276,-0.505,191.83,-0.450000
21:47:45:855,-0.003,-0.024,0.987,0.001,-0.002,-0.001,-0.429,0.279,-0.504,192.62,0.790000
21:47:45:856,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.425,0.277,-0.506,192.27,-0.350000
21:47:45:856,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.424,0.272,-0.500,192.24,-0.030000
21:47:45:857,-0.004,-0.024,0.983,0.001,-0.002,-0.001,-0.427,0.276,-0.502,191.65,-0.590000
21:47:45:857,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.424,0.278,-0.509,191.94,0.290000
21:47:45:858,-0.003,-0.023,0.980,0.001,-0.001,-0.001,-0.428,0.278,-0.503,192.02,0.080000
21:47:45:858,-0.002,-0.023,0.983,0.000,-0.001,-0.000,-0.428,0.278,-0.503,191.52,-0.500000
21:47:45:859,-0.002,-0.023,0.983,0.001,-0.001,-0.001,-0.431,0.281,-0.500,192.53,1.010000
21:47:45:859,-0.003,-0.023,0.983,0.001,-0.001,-0.000,-0.430,0.282,-0.510,191.48,-1.050000
21:47:45:860,-0.003,-0.023,0.984,0.001,-0.002,-0.001,-0.424,0.280,-0.508,192.22,0.740000
21:47:45:861,-0.001,-0.024,0.982,0.001,-0.002,-0.001,-0.428,0.283,-0.515,192.28,0.060000
21:47:45:861,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.426,0.281,-0.506,192.07,-0.210000
21:47:45:862,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.283,-0.504,192.36,0.290000
21:47:45:862,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.427,0.283,-0.504,191.91,-0.450000
21:47:45:863,-0.003,-0.023,0.984,0.001,-0.002,-0.001,-0.428,0.284,-0.504,191.70,-0.210000
21:47:45:864,-0.002,-0.023,0.984,0.001,-0.002,-0.000,-0.431,0.280,-0.501,191.79,0.090000
21:47:45:864,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.280,-0.502,191.93,0.140000
21:47:45:865,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.435,0.277,-0.502,191.81,-0.120000
21:47:45:865,-0.002,-0.023,0.981,0.001,-0.002,-0.000,-0.431,0.279,-0.509,191.69,-0.120000
21:47:45:866,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.280,-0.511,191.63,-0.060000
21:47:45:866,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.430,0.280,-0.511,192.16,0.530000
21:47:45:867,-0.002,-0.022,0.984,0.001,-0.002,-0.000,-0.433,0.277,-0.514,191.89,-0.270000
21:47:45:867,-0.002,-0.023,0.982,0.001,-0.002,-0.000,-0.425,0.280,-0.505,192.33,0.440000
21:47:45:868,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.427,0.278,-0.507,192.41,0.080000
21:47:45:869,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.428,0.278,-0.509,192.37,-0.040000
21:47:45:869,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.431,0.279,-0.507,191.55,-0.820000
21:47:45:870,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.431,0.277,-0.504,192.09,0.540000
21:47:45:870,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.277,-0.504,192.00,-0.090000
21:47:45:871,-0.003,-0.023,0.981,0.001,-0.002,-0.000,-0.429,0.277,-0.507,191.83,-0.170000
21:47:45:871,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.280,-0.506,191.56,-0.270000
21:47:45:872,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.428,0.279,-0.501,191.91,0.350000
21:47:45:873,-0.002,-0.024,0.983,0.001,-0.002,-0.001,-0.429,0.280,-0.503,191.99,0.080000
21:47:45:873,-0.002,-0.024,0.983,0.001,-0.002,-0.001,-0.430,0.277,-0.505,191.73,-0.260000
21:47:45:874,-0.002,-0.023,0.983,0.001,-0.001,-0.001,-0.427,0.282,-0.508,190.93,-0.800000
21:47:45:874,-0.002,-0.024,0.982,0.001,-0.001,-0.001,-0.427,0.282,-0.508,192.09,1.160000
21:47:45:882,-0.002,-0.023,0.981,0.001,-0.002,-0.000,-0.429,0.282,-0.511,192.19,0.100000
21:47:45:893,-0.003,-0.024,0.981,0.001,-0.001,-0.001,-0.428,0.278,-0.508,191.77,-0.420000
21:47:45:904,-0.002,-0.024,0.981,0.001,-0.001,-0.001,-0.433,0.280,-0.507,191.98,0.210000
21:47:45:915,-0.003,-0.023,0.982,0.001,-0.001,-0.000,-0.431,0.283,-0.514,191.53,-0.450000
21:47:45:926,-0.003,-0.023,0.983,0.000,-0.002,-0.001,-0.426,0.280,-0.510,191.68,0.150000
21:47:45:937,-0.003,-0.023,0.982,0.001,-0.002,-0.000,-0.431,0.283,-0.510,191.93,0.250000
21:47:45:948,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.283,-0.510,191.37,-0.560000
21:47:45:959,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.280,-0.511,192.41,1.040000
21:47:45:970,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.432,0.280,-0.513,191.63,-0.780000
21:47:45:981,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.433,0.277,-0.508,192.19,0.560000
21:47:45:992,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.280,-0.511,191.86,-0.330000
21:47:46:003,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.437,0.281,-0.509,192.07,0.210000
21:47:46:014,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.434,0.281,-0.509,192.10,0.030000
21:47:46:025,-0.002,-0.022,0.982,0.000,-0.002,-0.001,-0.434,0.281,-0.509,191.34,-0.760000
21:47:46:036,-0.003,-0.023,0.984,0.000,-0.001,-0.001,-0.431,0.281,-0.509,191.99,0.650000
21:47:46:047,-0.001,-0.024,0.982,0.000,-0.002,-0.001,-0.432,0.276,-0.508,192.00,0.010000
21:47:46:058,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.430,0.283,-0.509,192.60,0.600000
21:47:46:069,-0.002,-0.022,0.984,0.001,-0.002,-0.000,-0.429,0.278,-0.511,192.17,-0.430000
21:47:46:080,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.428,0.276,-0.509,192.13,-0.040000
21:47:46:091,-0.003,-0.023,0.981,0.000,-0.002,-0.001,-0.426,0.279,-0.507,192.37,0.240000
21:47:46:102,-0.003,-0.023,0.982,0.000,-0.001,-0.001,-0.426,0.279,-0.514,192.05,-0.320000
21:47:46:113,-0.002,-0.023,0.984,0.000,-0.002,-0.001,-0.431,0.280,-0.514,192.44,0.390000
21:47:46:124,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.283,-0.510,192.33,-0.110000
21:47:46:135,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.281,-0.511,191.82,-0.510000
21:47:46:146,-0.003,-0.025,0.983,0.001,-0.002,-0.001,-0.432,0.283,-0.515,191.56,-0.260000
21:47:46:157,-0.003,-0.023,0.983,0.001,-0.002,-0.000,-0.431,0.274,-0.515,191.85,0.290000
21:47:46:168,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.281,-0.502,191.80,-0.050000
21:47:46:179,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.430,0.279,-0.518,191.99,0.190000
21:47:46:190,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.427,0.279,-0.518,191.38,-0.610000
21:47:46:201,-0.002,-0.023,0.983,0.001,-0.001,-0.000,-0.431,0.282,-0.515,191.66,0.280000
21:47:46:212,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.433,0.283,-0.512,191.78,0.120000
21:47:46:223,-0.001,-0.024,0.982,0.000,-0.001,-0.001,-0.430,0.280,-0.515,192.36,0.580000
21:47:46:234,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.429,0.279,-0.514,191.64,-0.720000
21:47:46:245,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.436,0.282,-0.515,191.60,-0.040000
21:47:46:256,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.428,0.278,-0.513,191.83,0.230000
21:47:46:267,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.428,0.278,-0.513,192.09,0.260000
21:47:46:278,-0.003,-0.024,0.982,0.000,-0.001,-0.001,-0.434,0.281,-0.515,192.81,0.720000
21:47:46:289,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.279,-0.516,192.37,-0.440000
21:47:46:300,-0.003,-0.022,0.982,0.000,-0.002,-0.001,-0.433,0.277,-0.515,192.11,-0.260000
21:47:46:311,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.276,-0.514,191.60,-0.510000
21:47:46:322,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.277,-0.518,191.48,-0.120000
21:47:46:333,-0.003,-0.023,0.980,0.001,-0.002,-0.001,-0.434,0.278,-0.513,192.11,0.630000
21:47:46:344,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.434,0.278,-0.513,192.00,-0.110000
21:47:46:355,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.428,0.277,-0.511,192.51,0.510000
21:47:46:366,-0.003,-0.023,0.983,0.001,-0.001,-0.000,-0.429,0.281,-0.510,191.74,-0.770000
21:47:46:377,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.435,0.277,-0.510,192.21,0.470000
21:47:46:388,-0.003,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.277,-0.512,191.97,-0.240000
21:47:46:399,-0.003,-0.024,0.982,0.001,-0.001,-0.001,-0.432,0.277,-0.515,192.50,0.530000
21:47:46:410,-0.002,-0.024,0.983,0.001,-0.001,-0.001,-0.435,0.277,-0.509,192.03,-0.470000
21:47:46:421,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.435,0.277,-0.509,191.81,-0.220000
21:47:46:432,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.433,0.277,-0.517,191.29,-0.520000
21:47:46:443,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.432,0.277,-0.518,191.93,0.640000
21:47:46:454,-0.003,-0.022,0.981,0.001,-0.002,-0.001,-0.434,0.279,-0.511,191.52,-0.410000
21:47:46:465,-0.003,-0.024,0.980,0.001,-0.002,-0.001,-0.433,0.282,-0.510,191.95,0.430000
21:47:46:476,-0.004,-0.024,0.983,0.001,-0.002,-0.001,-0.435,0.280,-0.517,191.97,0.020000
21:47:46:487,-0.002,-0.023,0.983,0.001,-0.002,-0.000,-0.435,0.279,-0.516,191.79,-0.180000
21:47:46:498,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.279,-0.516,192.03,0.240000
21:47:46:509,-0.002,-0.024,0.982,0.000,-0.002,-0.000,-0.430,0.281,-0.519,191.41,-0.620000
21:47:46:520,-0.003,-0.024,0.982,0.000,-0.002,-0.001,-0.434,0.283,-0.510,192.08,0.670000
21:47:46:531,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.434,0.288,-0.510,192.36,0.280000
21:47:46:542,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.434,0.285,-0.510,192.25,-0.110000
21:47:46:553,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.434,0.281,-0.513,191.98,-0.270000
21:47:46:564,-0.003,-0.024,0.984,0.000,-0.002,-0.001,-0.431,0.280,-0.511,191.96,-0.020000
21:47:46:575,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.280,-0.511,191.65,-0.310000
21:47:46:586,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.435,0.279,-0.508,192.74,1.090000
21:47:46:597,-0.003,-0.023,0.984,0.001,-0.002,-0.001,-0.434,0.282,-0.514,191.96,-0.780000
21:47:46:608,-0.003,-0.024,0.981,0.001,-0.002,-0.001,-0.431,0.281,-0.514,192.07,0.110000
21:47:46:619,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.433,0.279,-0.513,192.29,0.220000
21:47:46:630,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.436,0.282,-0.511,191.90,-0.390000
21:47:46:641,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.283,-0.516,192.14,0.240000
21:47:46:652,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.431,0.283,-0.516,191.98,-0.160000
